ndc_clean,drug_name,img_path,disc,pill_id,split
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc031/BEKV!_-J2CV9UD28S4N4MT2!NNMDE9A.JPG,31,270,test
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc034/BHE3DGGNB2XDNVGJ-P8HVHOUHD7MX7T.JPG,34,270,train
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc036/BJ6D12KW7GA6IK2O4A22L9GDH1DMXTZ.JPG,36,270,train
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc037/BKI_9ZJC2EWGPY!NT_MP4QOS3E4N-EJ.JPG,37,270,train
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc047/BTWHI-LVSBF_A6MIMO8UIAP1ZWV1714.JPG,47,270,test
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc005/23!TY6SJGT7OW9!V6GS6PC_FBYWO8M.JPG,5,270,test
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc005/2JNS_J7VVK41WXPZTVP8_VQAD_A40T.JPG,5,270,train
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc061/CD_K968NJ0-_XJL2DUINSRV!OI6JDW9.JPG,61,270,val
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc061/CEKSN6J9M6TLHRAQU0K703E21N4I_86.JPG,61,270,train
93057606,LOVASTATIN 20 MG ORAL TABLET,data/consumer_512px/disc008/5BBEH-T0ACS7CI9NM59T89X!!W5SJJ.JPG,8,270,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc100/QYOJFAFU!HO_HKBH494D04K2YCN4ZP.JPG,100,271,test
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc103/TM9P8L82R2O1HIKQSH62!UDFNP_MFM.JPG,103,271,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc014/B--M0PI1HKPT3IDK-N-3ES8NPWXMA2L.JPG,14,271,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc037/BKJY1FNHEBKVEV8QLY802ZU9647H1OK.JPG,37,271,test
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc047/BTH7QG1Z5-NFDE8GPVZ79AFPMIVH1UZ.JPG,47,271,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc048/BUKMMUNTFWT1E-1V83PXWY7KB1NHS!I.JPG,48,271,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc071/CN5XIX-MK5M71ZACURGH7GTT6SU7U5Z.JPG,71,271,train
93065701,CALCITRIOL 0.00025 MG ORAL CAPSULE,data/consumer_512px/disc073/CP!XA6F3U91CT8BZ7L_MA49ZNYM60LP.JPG,73,271,val
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc014/B!P_IH2TZKWZFIM9DZTIUYT02XOE1ST.JPG,14,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc024/B8CRPOTOKX952WN-_G1KBC2ICZW_PT8.JPG,24,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc027/BAYGQVG1P6GO51ZGYL7CE9D5P_RIKYM.JPG,27,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc030/BDWKNA!SA3J0UXX629-CXT84N_MVP5G.JPG,30,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc041/BNPT90ZDY!3-U8ITCNXBSIVGKK1WVJ0.JPG,41,272,val
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc048/BUH3TQ0OMSF34Q9OU_N3FLYT7V-W_09.JPG,48,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc061/CDVIPG9DFY-3-42IS_U0KJX_NNGHRFA.JPG,61,272,test
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc076/CSHBS2WTD0A8Y64GDL5TV4A3F6HJF11.JPG,76,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc076/CS-M5_YRGNUWUUJZPR!D510GOKL90G.JPG,76,272,train
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc083/CYBNDJDGZ6WRXHGPJ08X20D69OV7ZJ7.JPG,83,272,test
93065801,CALCITRIOL 0.0005 MG ORAL CAPSULE,data/consumer_512px/disc095/MSD93A4JO4K8T_5WY1A529F71PROIH.JPG,95,272,test
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc001/!N08_L56E5FTOPHQHJC2RBSHPGJ!QP.JPG,1,273,train
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc024/B8-VLBXT8S4KP8DJC22PI8HS0A2K902.JPG,24,273,train
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc032/BFA-JXKO0M6R7GKQ-1!TBV1J5MDDNTK.JPG,32,273,val
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc046/BSDEFKH59GYE7M3Q1W6S05F7PU5Z1-.JPG,46,273,train
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc047/BU0TCMZJ8VW0Z1XU1B2A!2EPSM3B-WY.JPG,47,273,train
93067006,GEMFIBROZIL 600 MG ORAL TABLET,data/consumer_512px/disc085/D7CKCANRYUTKM63CYX8P7UTHX2W1CV.JPG,85,273,test
93068801,LAMOTRIGINE 5 MG CHEWABLE TABLET,data/consumer_512px/disc003/08DRK35DD1I_WOX1D41X0AHYHDW_M2.JPG,3,274,train
93068801,LAMOTRIGINE 5 MG CHEWABLE TABLET,data/consumer_512px/disc050/BWUJZ6VSIAQ6OVM8ZUUSL0TCHL0XIM4.JPG,50,274,test
93068801,LAMOTRIGINE 5 MG CHEWABLE TABLET,data/consumer_512px/disc056/C6X76969RUI07LG4UH7OLOVDP7X0YS.JPG,56,274,train
93068801,LAMOTRIGINE 5 MG CHEWABLE TABLET,data/consumer_512px/disc061/CDXERI2G1MBWTNM5EL3H6UY!LO28NLW.JPG,61,274,val
93068801,LAMOTRIGINE 5 MG CHEWABLE TABLET,data/consumer_512px/disc085/DD37L0NXR8WFZYF_HD1CA87LOGM!HH.JPG,85,274,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc108/YC54V5U4KR0VBM564H33JPFX52B1YZ.JPG,108,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc016/B02HU58W98EBP9YM!9F0P3WD_V6HVLH.JPG,16,275,test
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc027/BAPT9CFS-HYV0N9LT7YQD2TXMEON97!.JPG,27,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc030/BDX0A6Q272O5F1CTZEPTGT_-PNZ44DA.JPG,30,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc031/BEINJLFQRYWTTS1I5-BRAMXD6I2PS-9.JPG,31,275,val
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc032/BF3QB59SINBLPFGRVP4XWWY!JL5HFC3.JPG,32,275,val
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc034/BH-ZLM_3Y0F0M!1QERHD!VCQDIRV-OR.JPG,34,275,test
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc036/BJGO--YX!658D13J7T_1I36S3DVLNS2.JPG,36,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc046/BT!LI5ETFQ7P-0FP8V80OT194TNTF!1.JPG,46,275,test
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc047/BTF4UPR1060RCJCRJ!_YTOC590L39KQ.JPG,47,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc005/2H0EIMS_WQ6S1GOM2FMCYJHV5YP8A8.JPG,5,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc071/CNBS_4RA9-O0INFO-_7-SW-IQ_C2GQY.JPG,71,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc080/CVT3XCFKTJ--PFOF!R-94WW129LNRM.JPG,80,275,train
93071101,FLURBIPROFEN 100 MG ORAL TABLET,data/consumer_512px/disc083/CY7ZY99YF2BZARW74Y9H4QP9CLY1EXW.JPG,83,275,train
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc100/RPG75XXI2E6XU6LE!6SIANAZ-R__KI.JPG,100,276,train
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc109/Z6BC1IUFB8BW30W06OQM7KGMWNURHN.JPG,109,276,train
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc034/BHG55NXMVLI5APV_WANWC68MY-FCFT7.JPG,34,276,test
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc052/BYOQJTE1USA6LH012UVEAECLNPDLZX_.JPG,52,276,train
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc056/C7SKYAWUV0F8H-QYY72NODK8Q_RJO9.JPG,56,276,train
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc005/22E-1Z78A9A_H97LQVET25TV1FM0UE.JPG,5,276,val
93073301,METOPROLOL TARTRATE 50 MG ORAL TABLET,data/consumer_512px/disc085/DKMPR0LMC4CZRYAVM5KCA8FD7FA7NT.JPG,85,276,test
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc016/B0RKK8077-IJ387IBH8555L1JS-K!3Z.JPG,16,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc031/BE4Y-H6Y1XW9E3XR-D7VAPJS2B5ODGP.JPG,31,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc037/BKDU0GIV!-LCYPA7PLY3MU9V3A9LHIE.JPG,37,277,test
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc043/BPDF5CRGW08R!ZQ_LKN3VC35-2PEU8Z.JPG,43,277,val
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc052/BYK8VBEYVBCOC!5K79V6TXN164H80A_.JPG,52,277,test
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc053/BZQLR2PR9IU0UN3UK5-2QXTC4JS0T0W.JPG,53,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc005/2M_OL3L94ABKHNID_P_9LJKLRHGEBN.JPG,5,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc066/CIDN20L_UMOHYPJZ-F3BLBCOOPNE0OH.JPG,66,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc080/CVG3-ALQ3F-WR108QUO4L6ZH7NW-ZHU.JPG,80,277,train
93073401,METOPROLOL TARTRATE 100 MG ORAL TABLET,data/consumer_512px/disc080/CVI6PA2-_YV_NTGA-QVY8FKPBJ!2U78.JPG,80,277,train
93073856,DONEPEZIL HYDROCHLORIDE 5 MG ORAL TABLET,data/consumer_512px/disc014/B!N0RPL8GYAK41OPAIOFHPF7EJQ33FX.JPG,14,278,train
93073856,DONEPEZIL HYDROCHLORIDE 5 MG ORAL TABLET,data/consumer_512px/disc016/B1!G5UX9L0DLX8O9_V_ZP!0ZSBJ8RZO.JPG,16,278,train
93073856,DONEPEZIL HYDROCHLORIDE 5 MG ORAL TABLET,data/consumer_512px/disc046/BSLZ3Z54FN2LXEW!4!4YUDDEE0MY55C.JPG,46,278,val
93073856,DONEPEZIL HYDROCHLORIDE 5 MG ORAL TABLET,data/consumer_512px/disc076/CS3X87Z-PK3OAVE42O110HNZPVVE5VD.JPG,76,278,test
93073998,DONEPEZIL HYDROCHLORIDE 10 MG ORAL TABLET,data/consumer_512px/disc020/B4EYKJA9T_SJ_CEPJLV9DHX1OJPIZQB.JPG,20,279,train
93073998,DONEPEZIL HYDROCHLORIDE 10 MG ORAL TABLET,data/consumer_512px/disc031/BEYX-WV5GX_-_ZEY4EOMACZQOY8X-1X.JPG,31,279,train
93073998,DONEPEZIL HYDROCHLORIDE 10 MG ORAL TABLET,data/consumer_512px/disc036/BIZXE6RIHV90!84SK5TXW-S7HPTSCIG.JPG,36,279,val
93073998,DONEPEZIL HYDROCHLORIDE 10 MG ORAL TABLET,data/consumer_512px/disc043/BPDDYBIJ7WNGBBI56SFZKW9Q_W-!7Q7.JPG,43,279,train
93073998,DONEPEZIL HYDROCHLORIDE 10 MG ORAL TABLET,data/consumer_512px/disc068/CKY6-VNEJX25S5I4PY06W97-L2H_S!7.JPG,68,279,test
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc109/ZY-QUYJZ0ISSLN47X471CDPE-UO5VT.JPG,109,280,val
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc109/ZZMY3_ZY4PT!KY!EU5BSH7YLLH9HM6.JPG,109,280,train
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc025/B8PL07Z_8!64ZJM4U5B0XJO91JYKE61.JPG,25,280,test
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc027/BBG6_M9LBXY2N4HY3LW6GEQ9EIL43IV.JPG,27,280,train
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc034/BHNBRK-5VGMB0E5FVQXXTXCRC3ES6NA.JPG,34,280,train
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc043/BQ80J9GFSP_9O3DR!44E6WVH9KHZ07H.JPG,43,280,train
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc048/BV!AXYD06Y0YDYMJC63SF5YLD7JEBBL.JPG,48,280,train
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc050/BWVVHDY50-2_ZFI7N4CF6VHWKDQKA7_.JPG,50,280,test
93075201,ATENOLOL 50 MG ORAL TABLET,data/consumer_512px/disc073/CPKAS1KRBVXAQDDTUE4IJ1ZLIT5-A0V.JPG,73,280,train
93075301,ATENOLOL 100 MG ORAL TABLET,data/consumer_512px/disc034/BH2WIE4!WLWB4C1TP18Z9TQ4VW3R232.JPG,34,281,train
93075301,ATENOLOL 100 MG ORAL TABLET,data/consumer_512px/disc003/0GHFBEVS728J02QFVJ-B!!-ZSQ_VMX.JPG,3,281,train
93075301,ATENOLOL 100 MG ORAL TABLET,data/consumer_512px/disc046/BSF!4DEJUE7VASK7GJO6JQ6FSDJSFVC.JPG,46,281,test
93075301,ATENOLOL 100 MG ORAL TABLET,data/consumer_512px/disc053/BZ7HPDXXANS7HB6GB0_P953WKK2V12B.JPG,53,281,val
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc109/ZUNFC5U!Q5WU8WYFRS5J-JQK165FDQ.JPG,109,282,train
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc020/B3URY15HPAL!3KK915GYCDGM391C05Y.JPG,20,282,train
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc027/BANS_BXJQ6ZHYAC!SA!BFV!F-Y!46YG.JPG,27,282,train
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc043/BPP1GLKW5_H8OXZEX5QIPV2J5B5G1N1.JPG,43,282,val
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc048/BUUZ3QFQJXSL8LRMGDXA7KL-9IW4_G6.JPG,48,282,test
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc080/CW7TS2U0154RRHN9FHDERIXSZT3XJMB.JPG,80,282,train
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc085/DU8S7_ZS9XA-ERNGR_X!C18XBD14U1.JPG,85,282,train
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc095/MB8FZVD68SI28AN12YJF3D8ZE2K_7!.JPG,95,282,test
93075506,DIFLUNISAL 500 MG ORAL TABLET,data/consumer_512px/disc095/MPYFF1WARO_QYTQZ8V3RQ1HMWDMWEC.JPG,95,282,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc109/ZC6XV_X-HM62Z_K4J5!CQ43Z3NA9E0.JPG,109,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc016/B0ZD75G3!CFYGK!RWTEW0EN781MK-WX.JPG,16,283,test
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc030/BD8UX3UWR_4AKHIN3AA349VUFS_88_3.JPG,30,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc034/BG_PKBP9ZDROA4OG5J3H673QVG890YH.JPG,34,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc034/BH523FCGLQ2QWUD0TU-68I61-_KUC7G.JPG,34,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc037/BKR3VS2W64TP5EHIVUIF-B1FIZILLFZ.JPG,37,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc003/06!!6C3TUJRF4E773SNYJYYWHO0P7W.JPG,3,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc047/BTASA4S6AJ30KJCIMVH0WZV8NHH04EW.JPG,47,283,train
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc048/BUR1ANRSILLLD9RO2RK75PXPE3BCPA-.JPG,48,283,val
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc071/CN3LD_AJ_86REXTO70TD23ZK2PAFU-P.JPG,71,283,test
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc071/CN!_VK7YGU4G86E!4Q5BT9T1CZHTM02.JPG,71,283,test
93075601,PIROXICAM 10 MG ORAL CAPSULE,data/consumer_512px/disc076/CSB3PHIO6-WS2WBMCXSI53-DCE_A4Q_.JPG,76,283,train
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc016/B0HGE79F_8MNCYVZU3Q-YNBTSRBV4W5.JPG,16,284,train
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc043/BQ1J-PM4!42439K1G43SM!6H9Z79M-J.JPG,43,284,train
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc046/BSIOO02DQ8DF7SHL352WOPO6VTYMG66.JPG,46,284,test
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc050/BWWECWJ5ZDY2YDP5SSWZ54_J7GRI-N8.JPG,50,284,train
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc073/CPF3BWWB4I!75PG8-O93SSFAB5G49PO.JPG,73,284,val
93075701,PIROXICAM 20 MG ORAL CAPSULE,data/consumer_512px/disc080/CVN2BS!115PU!-Z_73YQRK136N8TANO.JPG,80,284,train
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc108/Y5HYKN916!JLA3MGZ8-WW6D97KEXRP.JPG,108,285,test
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc001/!6FYVY!470_5J6XB_A2UNLL1MCJ!A0.JPG,1,285,train
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc025/B9I-1GM92ANL!34-EH!K678HU-S0H0-.JPG,25,285,train
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc037/BKAM2ACSE27LMJQXI!C_6D04DX5BGNN.JPG,37,285,val
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc050/BW3SIAUJW9B01FYP9E3WXB079QD4IL-.JPG,50,285,train
93077198,PRAVASTATIN SODIUM 10 MG ORAL TABLET,data/consumer_512px/disc008/56S!831A0YY-V7W4JG-O4U2485ZD30.JPG,8,285,train
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc100/RBB0WYTC4SY!KL8UEF9ZFVZ_GQV5SO.JPG,100,286,train
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc030/BDUI0FR9B6K!X!CL3GPN5AQD_BCICFS.JPG,30,286,val
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc003/-W1E9V9F_EBGNGMPLMR0W5TBWKFY!3.JPG,3,286,train
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc041/BNQ_A-RTXS53KDKOYF0!A90OGG26PXC.JPG,41,286,train
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc047/BT5Z-4V75FI2HORS36MMR1TAA_7YFU!.JPG,47,286,test
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc047/BTAUKHAU2SZ90VDGOU4ICX0VTZCRNTU.JPG,47,286,test
93077801,CARBAMAZEPINE 100 MG CHEWABLE TABLET,data/consumer_512px/disc083/CYPP0UNCDL9MK-FH9!VMQ-42IFHSHK_.JPG,83,286,train
93078256,TAMOXIFEN 20 MG ORAL TABLET,data/consumer_512px/disc021/B5HCATWX-GYGKYZVTYHU_DY6ALZDFGQ.JPG,21,287,train
93078256,TAMOXIFEN 20 MG ORAL TABLET,data/consumer_512px/disc025/B986R56BI8C8J87M8DZI0AI3XAI9WU9.JPG,25,287,val
93078256,TAMOXIFEN 20 MG ORAL TABLET,data/consumer_512px/disc032/BF6CU3KXABI5B_BBPUZU6V7XZV3MS5.JPG,32,287,train
93078256,TAMOXIFEN 20 MG ORAL TABLET,data/consumer_512px/disc047/BTMF!9R2NQVX-DE_!JGENNNM--YZHM8.JPG,47,287,test
93078256,TAMOXIFEN 20 MG ORAL TABLET,data/consumer_512px/disc056/C1AUAM6JK5CQWUF7X2-DVE_2FGTJD!O.JPG,56,287,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc103/T_3UR!DEL152PWP_JZ8L_YIS59M203.JPG,103,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc014/B-11HPYN76VB425K!V8JV0KROWUIAPQ.JPG,14,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc014/B!BE!4XFRMTHCXAF8D2EHR06MVFCX3S.JPG,14,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc014/B!E40E833U2X0LIXSM12YLARB7WG94Z.JPG,14,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc001/!F3NBDDAZ99HXASLCD!0GR6VHJHO1J.JPG,1,288,test
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc025/B8_-ORS_GZ1-YC4CW18P58-P9ZU!-JY.JPG,25,288,val
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc034/BHVBXXUM2VXFVW2Y8XCYBAH!H7F55YI.JPG,34,288,test
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc037/BK!4XRHR0PW7MJU-RIHACJ6AWXA87I9.JPG,37,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc041/BNTGKLB0M2U2919NG3JL0AP0G_SFU!W.JPG,41,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc046/BSVJK_J-RDA5AZOE1G5JZRXIQZ7K405.JPG,46,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc047/BTJUH7J_862-O0Q9WOTBVQMVJF285EN.JPG,47,288,train
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc071/CNHY212CZRUDIQJ9HQT8634SUYWJQ-7.JPG,71,288,test
93078406,TAMOXIFEN 10 MG ORAL TABLET,data/consumer_512px/disc076/CSA7B54BHKZYVZIWR!ZFSXW3ABGN2X9.JPG,76,288,train
93078701,ATENOLOL 25 MG ORAL TABLET,data/consumer_512px/disc020/B4B6OCW9QD3B-NVP58S2O6D2A6-A9EE.JPG,20,289,train
93078701,ATENOLOL 25 MG ORAL TABLET,data/consumer_512px/disc021/B5LETZCVP0JQNWNK9H-AXPVC_Z1UW8K.JPG,21,289,val
93078701,ATENOLOL 25 MG ORAL TABLET,data/consumer_512px/disc025/B8QTA_ZSPRF2!TMPJGFQ-EOM248C2-Q.JPG,25,289,train
93078701,ATENOLOL 25 MG ORAL TABLET,data/consumer_512px/disc003/0RTBPKXEYHRKV888TAHNFRY37YTJY4.JPG,3,289,train
93078701,ATENOLOL 25 MG ORAL TABLET,data/consumer_512px/disc085/DOT1Z0FI59EAX82HPXCBU3RQVXRH1W.JPG,85,289,test
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc100/R8J8KVY1Z7CJWO787T9F369NWYVAEC.JPG,100,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc024/B8F9830-ZEGDSVMPR33W8G0B8SCN4-Z.JPG,24,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc027/BB41E9Y7I16G5CJ8XGJ9FU!1IGP9PWH.JPG,27,290,test
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc032/BFE_IS9WB0Z710_GL1B!ZAQEH9K4DY2.JPG,32,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc034/BH4WAA077SMW1-RSY6J2P92ULU57ME!.JPG,34,290,val
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc036/BJIOHNRK-V4SXID!94W_G-WFW6WYSTE.JPG,36,290,val
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc037/BKM7B-EJUYSPKB2APMOF0IZW5W1WAB4.JPG,37,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc041/BO-V1ZO_K5UU-45MJK5VY-W4DAXCW3C.JPG,41,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc046/BSA5!3J4ZB5OBDX7JES3-2CCOBWW20W.JPG,46,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc050/BWXC824C4DIYZ9_3NK6SUM4_O18NIF3.JPG,50,290,test
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc066/CIKLCO2UFOJNZGGCQPWY1Q2KW3NQF3U.JPG,66,290,test
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc080/CVQIBN-XOSPW2X3STS5H4MEB!3ZKHG_.JPG,80,290,train
93081001,NORTRIPTYLINE 10 MG ORAL CAPSULE,data/consumer_512px/disc080/CW120JH50EA_ONDGUT!KX3PA2THDPD2.JPG,80,290,train
